"","gsector","datadate","Mkt.Cap"
"268",10,20170124,11321784323870
"269",10,20170125,11427236615490
"270",10,20170126,11453616732280
"271",10,20170127,11347216822640
"272",10,20170130,11246617307470
"273",10,20170131,11296575748010
"274",10,20170201,11272720490130
"275",10,20170202,11285818693850
"276",10,20170203,11278231322080
"277",10,20170206,11150980367010
"278",10,20170207,11048053283720
"279",10,20170208,11114987219380
"280",10,20170209,11084541941350
"281",10,20170210,11271807689660
"282",10,20170213,11228221882810
"283",10,20170214,11188578305920
"284",10,20170215,11115663270760
"285",10,20170216,10995918916890
"286",10,20170217,10951934206090
"287",10,20170221,11117933954840
"288",10,20170222,10982510298130
"289",10,20170223,11039726514680
"290",10,20170224,10895691886890
"291",10,20170227,10849317725890
"292",10,20170228,10774499230960
"293",10,20170301,10825874824980
"294",10,20170302,10655616931370
"295",10,20170303,10733704841980
"296",10,20170306,10702637285370
"297",10,20170307,10715790949250
"298",10,20170308,10449526240100
"299",10,20170309,10431613278320
"300",10,20170310,10409832334880
"301",10,20170313,10492953191230
"302",10,20170314,10330839926330
"303",10,20170315,10533728273560
"304",10,20170316,10642785486190
"305",10,20170317,10655302767450
"306",10,20170320,10719089876060
"307",10,20170321,10552952547270
"308",10,20170322,10594187507650
"309",10,20170323,10768694835090
"310",10,20170324,10802619538240
"311",10,20170327,10870939812800
"312",10,20170328,10932505867630
"313",10,20170329,11006886672780
"314",10,20170330,10951128119510
"315",10,20170331,10888709075380
"316",10,20170403,10925537467660
"317",10,20170404,11014036584900
"318",10,20170405,10986379066120
"319",10,20170406,11045059618370
"320",10,20170407,11124156729660
"321",10,20170410,11101707069160
"322",10,20170411,10994153793510
"323",10,20170412,10982749684660
"324",10,20170413,10880445045180
"325",10,20170417,10958006919410
"326",10,20170418,10768976011030
"327",10,20170419,10570362826610
"328",10,20170420,10650388098050
"329",10,20170421,10607151940040
"330",10,20170424,10658463534680
"331",10,20170425,10741835960640
"332",10,20170426,10683088902100
"333",10,20170427,10572698887340
"334",10,20170428,10645294754320
"335",10,20170501,10657466789420
"336",10,20170502,10539156202550
"337",10,20170503,10541443661170
"338",10,20170504,10364321219220
"339",10,20170505,10496702604450
"340",10,20170508,10457562348810
"341",10,20170509,10516937753120
"342",10,20170510,10600869841830
"343",10,20170511,10576399386470
"344",10,20170512,10684943456430
"345",10,20170515,10842623382430
"346",10,20170516,10817236518560
"347",10,20170517,10667095314030
"348",10,20170518,10677858938060
"349",10,20170519,10796643199610
"350",10,20170522,10766683887330
"351",10,20170523,10730845709290
"352",10,20170524,10687290153630
"353",10,20170525,10586799023910
"354",10,20170526,10671036914700
"355",10,20170530,10575553337040
"356",10,20170531,10444676615730
"357",10,20170601,10533786607320
"358",10,20170602,10505508175580
"359",10,20170605,10540126447420
"360",10,20170606,10466711295980
"361",10,20170607,10330234463090
"362",10,20170608,10324492831080
"363",10,20170609,10344108774800
"364",10,20170612,10335701780660
"365",10,20170613,10429074239080
"366",10,20170614,10266944541280
"367",10,20170615,10199379649510
"368",10,20170616,10261581985670
"369",10,20170619,10298176875430
"370",10,20170620,10123336082200
"371",10,20170621,10038198168380
"372",10,20170622,10066740887990
"373",10,20170623,10079952748000
"374",10,20170626,10108924570400
"375",10,20170627,10049847860240
"376",10,20170628,10132569923230
"377",10,20170629,10023586086260
"378",10,20170630,10060656130160
"379",10,20170703,10104874641950
"380",10,20170705,10113027094760
"381",10,20170706,10042601390420
"382",10,20170707,9994661654760
"383",10,20170710,9992699015160
"384",10,20170711,10069905803100
"385",10,20170712,10176672939000
"386",10,20170713,10215453197700
"387",10,20170714,10229218394140
"388",10,20170717,10148133713480
"389",10,20170718,10172086087580
"390",10,20170719,10276395730860
"391",10,20170720,10213491714870
"392",10,20170721,10109611993940
"393",10,20170724,10084827585980
"394",10,20170725,10111551109880
"395",10,20170726,10289973484520
"396",10,20170727,10229202005900
"397",10,20170728,10255577244150
"398",10,20170731,10246899061680
"399",10,20170801,10270268445120
"400",10,20170802,10284113780890
"401",10,20170803,10229324768990
"402",10,20170804,10240340667290
"403",10,20170807,10207888845810
"404",10,20170808,10298861959690
"405",10,20170809,10256426626250
"406",10,20170810,10049681579780
"407",10,20170811,10146165650550
"408",10,20170814,10061233067210
"409",10,20170815,9974189666530
"410",10,20170816,9934767919440
"411",10,20170817,9908051418550
"412",10,20170818,9989186847800
"413",10,20170821,10162402138950
"414",10,20170822,10249413432780
"415",10,20170823,10272002920100
"416",10,20170824,10534473962780
"417",10,20170825,10580557322070
"418",10,20170828,10542882891230
"419",10,20170829,10518290691820
"420",10,20170830,10554222988110
"421",10,20170831,10630053766560
"422",10,20170901,10695281378870
"423",10,20170905,10712840820750
"424",10,20170906,10650316993560
"425",10,20170907,10666023406400
"426",10,20170908,10591136312450
"427",10,20170911,10716630201880
"428",10,20170912,10654833110250
"429",10,20170913,10665479804500
"430",10,20170914,10654169174920
"431",10,20170915,10760800801840
"432",10,20170918,10746211215600
"433",10,20170919,10738845370800
"434",10,20170920,10766486243270
"435",10,20170921,10824358215640
"436",10,20170922,10747231365150
"437",10,20170925,10749944408290
"438",10,20170926,10950628451100
"439",10,20170927,10962770320210
"440",10,20170928,10917214147790
"441",10,20170929,11121310248160
"442",10,20171002,11052234077990
"443",10,20171003,11102675039390
"444",10,20171004,11039257266450
"445",10,20171005,11160776222560
"446",10,20171006,10947537364860
"447",10,20171009,10983541708270
"448",10,20171010,11115801007850
"449",10,20171011,11169742578250
"450",10,20171012,10988438826590
"451",10,20171013,11081857404540
"452",10,20171016,11169361784820
"453",10,20171017,11155062163130
"454",10,20171018,11153362683310
"455",10,20171019,11001408968470
"456",10,20171020,10992036797040
"457",10,20171023,10910752871400
"458",10,20171024,10978061469320
"459",10,20171025,11031979429900
"460",10,20171026,11062188035290
"461",10,20171027,11188952392010
"462",10,20171030,11411767267270
"463",10,20171031,11537031512600
"464",10,20171101,11547114885960
"465",10,20171102,11837152492270
"466",10,20171103,11716539431630
"467",10,20171106,12069226266550
"468",10,20171107,12101542105740
"469",10,20171108,11944566980430
"470",10,20171109,12002141737450
"471",10,20171110,11981894287830
"472",10,20171113,11836418250120
"473",10,20171114,11589760729410
"474",10,20171115,11414602976640
"475",10,20171116,11435536049290
"476",10,20171117,11395788824300
"477",10,20171120,11315210319630
"478",10,20171121,11439636644580
"479",10,20171122,11608011374520
"480",10,20171124,11593971388340
"481",10,20171127,11488115659640
"482",10,20171128,11490937743260
"483",10,20171129,11519984280700
"484",10,20171130,11551311544270
"485",10,20171201,11545793497610
"486",10,20171204,11563067532770
"487",10,20171205,11618523120900
"488",10,20171206,11285976821420
"489",10,20171207,11341717986740
"490",10,20171208,11446773997530
"491",10,20171211,11540047506680
"492",10,20171212,11677345435640
"493",10,20171213,11846611070870
"494",10,20171214,11824337243410
"495",10,20171215,11662011083420
"496",10,20171218,11730869110650
"497",10,20171219,11743864376300
"498",10,20171220,11786007979100
"499",10,20171221,11968716461610
"500",10,20171222,12019857523940
"501",10,20171226,12135304333400
"502",10,20171227,12152205349990
"503",10,20171228,12157567647140
"504",10,20171229,12120806260980
"505",10,20180102,12470356816410
"506",10,20180103,12717764782820
"507",10,20180104,12986328617280
"508",10,20180105,13027631237900
"509",10,20180108,13021619169660
"510",10,20180109,13084367381670
"511",10,20180110,13102312317830
"512",10,20180111,13278744177970
"513",10,20180112,13524049937490
"514",10,20180116,13296465659690
"515",10,20180117,13362142684680
"516",10,20180118,13292945786210
"517",10,20180119,13246069587740
"518",10,20180122,13452892032920
"519",10,20180123,13522184129320
"520",10,20180124,14058848247860
"521",10,20180125,13986704361330
"522",10,20180126,14035911507470
"523",10,20180129,13814586014850
"524",10,20180130,13384567018830
"525",10,20180131,13521850832340
"526",10,20180201,13611707129400
"527",10,20180202,13453419975820
"528",10,20180205,12984166140650
"529",10,20180206,13171343619520
"530",10,20180207,12515369391670
"531",10,20180208,12109328293940
"532",10,20180209,12043076381940
"533",10,20180212,12222338571170
"534",10,20180213,12060015607240
"535",10,20180214,12419003079610
"536",10,20180215,12530795604480
"537",10,20180216,12516607411930
"538",10,20180220,12371788824860
"539",10,20180221,12566689253960
"540",10,20180222,12566363578280
"541",10,20180223,12844053866540
"542",10,20180226,12908148667570
"543",10,20180227,12537250706340
"544",10,20180228,12254508057740
"545",10,20180301,12233344024800
"546",10,20180302,12290636693170
"547",10,20180305,12277763798260
"548",10,20180306,12337879058960
"549",10,20180307,12098773729190
"550",10,20180308,12190724676420
"551",10,20180309,12531452665350
"552",10,20180312,12488696564750
"553",10,20180313,12316382792780
"554",10,20180314,12383153164150
"555",10,20180315,12370343523640
"556",10,20180316,12463346129240
"557",10,20180319,12357071880820
"558",10,20180320,12687130165040
"559",10,20180321,13087518826150
"560",10,20180322,12544931340730
"561",10,20180323,12568308485540
"562",10,20180326,13051610430000
"563",10,20180327,12743202629100
"564",10,20180328,12699999750930
"565",10,20180329,12868144981740
"566",10,20180402,12566844261090
"567",10,20180403,12696037616950
"568",10,20180404,12713009077950
"569",10,20180405,12820426198060
"570",10,20180406,12694314936020
"571",10,20180409,12873381449930
"572",10,20180410,13272384824860
"573",10,20180411,13658282832030
"574",10,20180412,13796375011850
"575",10,20180413,13701998212200
"576",10,20180416,13587543236520
"577",10,20180417,13799004424640
"578",10,20180418,14103019363090
"579",10,20180419,14347828952570
"580",10,20180420,14292278016590
"581",10,20180423,14217269490040
"582",10,20180424,14133710489250
"583",10,20180425,14080438293030
"584",10,20180426,14245087460690
"585",10,20180427,14348377050500
"586",10,20180430,14374402669940
"587",10,20180501,14285796705890
"588",10,20180502,14284783665090
"589",10,20180503,14270765175820
"590",10,20180504,14418482216870
"591",10,20180507,14415618078240
"592",10,20180508,14343218095640
"593",10,20180509,14807879861490
"594",10,20180510,15011223068400
"595",10,20180511,14955524049150
"596",10,20180514,15313465314970
"597",10,20180515,15206417520470
"598",10,20180516,15324850649780
"599",10,20180517,15135967418100
"600",10,20180518,15354371283360
"601",10,20180521,15515527849040
"602",10,20180522,15413461098740
"603",10,20180523,14844631632890
"604",10,20180524,14498588533760
"605",10,20180525,14087321516130
"606",10,20180529,14014618845400
"607",10,20180530,14476867701910
"608",10,20180531,14559410395070
"609",10,20180601,14650800501970
"610",10,20180604,14579466312970
"611",10,20180605,14602439114230
"612",10,20180606,14597882940210
"613",10,20180607,14775748312870
"614",10,20180608,14525164404310
"615",10,20180611,14652205104920
"616",10,20180612,14604218968780
"617",10,20180613,14399636981180
"618",10,20180614,14200079854380
"619",10,20180615,13803353114540
"620",10,20180618,13951986316990
"621",10,20180619,13715373849910
"622",10,20180620,13821887518180
"623",10,20180621,13440082830980
"624",10,20180622,13877962874580
"625",10,20180625,13564703847730
"626",10,20180626,13832005549520
"627",10,20180627,13984964398750
"628",10,20180628,14125267805240
"629",10,20180629,14262969776780
"630",10,20180702,14004894221840
"631",10,20180703,14079233376680
"632",10,20180705,13506956357350
"633",10,20180706,13707008858860
"634",10,20180709,13975547451200
"635",10,20180710,14167501618300
"636",10,20180711,13631254893440
"637",10,20180712,13921659488490
"638",10,20180713,13980846049360
"639",10,20180716,13694811783890
"640",10,20180717,13687976235540
"641",10,20180718,13635343320830
"642",10,20180719,13481185232310
"643",10,20180720,13642672369540
"644",10,20180723,13644655023660
"645",10,20180724,13827467896590
"646",10,20180725,14178462864470
"647",10,20180726,13991986578530
"648",10,20180727,13991414295160
"649",10,20180730,14230391243350
"650",10,20180731,14317280871230
"651",10,20180801,14085293738310
"652",10,20180802,13948053295060
"653",10,20180803,13810156268830
"654",10,20180806,13815981027200
"655",10,20180807,14182362254950
"656",10,20180808,14092482257580
"657",10,20180809,14066233602070
"658",10,20180810,13873934380220
"659",10,20180813,13628992824190
"660",10,20180814,13731462881040
"661",10,20180815,13246613699650
"662",10,20180816,13291743923350
"663",10,20180817,13427318996370
"664",10,20180820,13627662173070
"665",10,20180821,13793175012140
"666",10,20180822,14120346935950
"667",10,20180823,13877583278880
"668",10,20180824,14439915345010
"669",10,20180827,14755849052610
"670",10,20180828,14670622788550
"671",10,20180829,14905337946430
"672",10,20180830,14696113500940
"673",10,20180831,14769474026730
"674",10,20180904,14635003972710
"675",10,20180905,14108704927770
"676",10,20180906,14308401861950
"677",10,20180907,14433557056470
"678",10,20180910,14378596506360
"679",10,20180911,14820785449940
"680",10,20180912,15038127806830
"681",10,20180913,15242176669670
"682",10,20180914,15109319120330
"683",10,20180917,15203893102300
"684",10,20180918,15454131653940
"685",10,20180919,15645739091670
"686",10,20180920,15335126892650
"687",10,20180921,15170033094600
"688",10,20180924,15513300753190
"689",10,20180925,15553682469030
"690",10,20180926,15561496630740
"691",10,20180927,15896536521910
"692",10,20180928,16136663075640
"693",10,20181001,16417416950820
"694",10,20181002,16265881994930
"695",10,20181003,16114533126030
"696",10,20181004,15494455716520
"697",10,20181005,15441554215970
"698",10,20181008,15225279921870
"699",10,20181009,15360010234770
"700",10,20181010,14925062303750
"701",10,20181011,14641491735950
"702",10,20181012,14912166846530
"703",10,20181015,15018296156770
"704",10,20181016,15344415807600
"705",10,20181017,15138248420530
"706",10,20181018,14751293996490
"707",10,20181019,14722874793140
"708",10,20181022,14849410725850
"709",10,20181023,14355592808270
"710",10,20181024,13795643938650
"711",10,20181025,13953130571270
"712",10,20181026,14111456482810
"713",10,20181029,13752209594330
"714",10,20181030,14134728029780
"715",10,20181031,13966381025890
"716",10,20181101,14105435751630
"717",10,20181102,13979214743060
"718",10,20181105,14340443343560
"719",10,20181106,14479329757200
"720",10,20181107,14677170220540
"721",10,20181108,14371175894450
"722",10,20181109,14101190307820
"723",10,20181112,14039197937880
"724",10,20181113,13478129560500
"725",10,20181114,13623254345950
"726",10,20181115,13824602682540
"727",10,20181116,13995788102520
"728",10,20181119,13798539329450
"729",10,20181120,13176850218640
"730",10,20181121,13475785933710
"731",10,20181123,12960358426920
"732",10,20181126,13373130517120
"733",10,20181127,13327840525750
"734",10,20181128,13477246667830
"735",10,20181129,13573380628600
"736",10,20181130,13734020579130
"737",10,20181203,14195887308520
"738",10,20181204,14010109710440
"739",10,20181206,13536393255460
"740",10,20181207,13416194136560
"741",10,20181210,13251997479830
"742",10,20181211,13281349670190
"743",10,20181212,13272016078750
"744",10,20181213,13561705574390
"745",10,20181214,13210565405090
"746",10,20181217,12957064498030
"747",10,20181218,12507493536630
"748",10,20181219,12311458615330
"749",10,20181220,12062445522000
"750",10,20181221,12036282107140
"751",10,20181224,11753292944360
"752",10,20181226,12322235214140
"753",10,20181227,12173919167360
"754",10,20181228,12113698135770
"755",10,20181231,12191373083100
"756",10,20190102,12161427538070
"757",10,20190103,12053872661480
"758",10,20190104,12579318196970
"759",10,20190107,12707834529090
"760",10,20190108,12935951717630
"761",10,20190109,13245680910290
"762",10,20190110,13195989227590
"763",10,20190111,13021013060920
"764",10,20190114,12755609781530
"765",10,20190115,13085735582230
"766",10,20190116,13119867437470
"767",10,20190117,13167591908990
"768",10,20190118,13379043587690
"769",10,20190122,12977912144110
"770",10,20190123,12960935607140
"771",10,20190124,13161261517860
"772",10,20190125,13332970416170
"773",10,20190128,13237569644540
"774",10,20190129,13219275555010
"775",10,20190130,13402290356510
"776",10,20190131,13513877638860
"777",10,20190201,13654912591170
"778",10,20190204,13590088207270
"779",10,20190205,13675074492600
"780",10,20190206,13541701914160
"781",10,20190207,13366331001500
"782",10,20190208,13395545207320
"783",10,20190211,13281399851360
"784",10,20190212,13490260189510
"785",10,20190213,13667774760050
"786",10,20190214,13681533686440
"787",10,20190215,13875069391810
"788",10,20190219,14056849544710
"789",10,20190220,14230995210390
"790",10,20190221,14065180236920
"791",10,20190222,14239046420160
"792",10,20190225,14151360133180
"793",10,20190226,14159778883930
"794",10,20190227,14173675521970
"795",10,20190228,14017215124920
"796",10,20190301,13991321887310
"797",10,20190304,14130221728460
"798",10,20190305,14057631335500
"799",10,20190306,13856814218000
"800",10,20190307,13680676397560
"801",10,20190308,13590842060970
"802",10,20190311,13790881246600
"803",10,20190312,13860074948270
"804",10,20190313,14034128843500
"805",10,20190314,14071151067910
"806",10,20190315,14253729680140
"807",10,20190318,14410926611020
"808",10,20190319,14333757679140
"809",10,20190320,14464895554500
"810",10,20190321,14519405539570
"811",10,20190322,14097834284290
"812",10,20190325,13926422564080
"813",10,20190326,14195763515230
"814",10,20190327,14234350209980
"815",10,20190328,14317607943080
"816",10,20190329,14467498794690
"817",15,20151231,373113882800
"818",15,20160104,366511832262.5
"819",15,20160105,365039917480
"820",15,20160106,348287376570
"821",15,20160107,332788742290
"822",15,20160108,326722930560
"823",15,20160111,321718611720
"824",15,20160112,316079008925
"825",15,20160113,310326744230
"826",15,20160114,324170724880
"827",15,20160115,308092334035
"828",15,20160119,306436842095
"829",15,20160120,299489583450
"830",15,20160121,312174869500.8
"831",15,20160122,317586197340
"832",15,20160125,309587842245
"833",15,20160126,320678456120
"834",15,20160127,315722541610
"835",15,20160128,319831720960
"836",15,20160129,324918102386.2
"837",15,20160201,325403123020
"838",15,20160202,314685260315
"839",15,20160203,329676846966.8
"840",15,20160204,347041525610
"841",15,20160205,341448098530
"842",15,20160208,338033290050
"843",15,20160209,332662215382.5
"844",15,20160210,330102124415.9
"845",15,20160211,321176235180
"846",15,20160212,337659132325
"847",15,20160216,342032243140
"848",15,20160217,353697082100
"849",15,20160218,350487440265
"850",15,20160219,348527593410
"851",15,20160222,363638423370
"852",15,20160223,348554705150
"853",15,20160224,336212092577.5
"854",15,20160225,337740588043.9
"855",15,20160226,338163268440
"856",15,20160229,339316583946
"857",15,20160301,350469222540
"858",15,20160302,364440522390
"859",15,20160303,371438525769.3
"860",15,20160304,389741487680
"861",15,20160307,401092257550
"862",15,20160308,375760129090
"863",15,20160309,377002490200
"864",15,20160310,374617725575
"865",15,20160311,382714489945
"866",15,20160314,377935318687.5
"867",15,20160315,363112207590
"868",15,20160316,373360231267.5
"869",15,20160317,387808714112.5
"870",15,20160318,388205784420.5
"871",15,20160321,386234875080
"872",15,20160322,382823634830
"873",15,20160323,373465298900
"874",15,20160324,373392602360
"875",15,20160328,376169699641
"876",15,20160329,374131329164
"877",15,20160330,383039296283.2
"878",15,20160331,378986674896.9
"879",15,20160401,377979938505
"880",15,20160404,369882642005
"881",15,20160405,363843277715
"882",15,20160406,365244276406.4
"883",15,20160407,360780262708.8
"884",15,20160408,370270808650
"885",15,20160411,378983570265.1
"886",15,20160412,390664325764.7
"887",15,20160413,408781515595
"888",15,20160414,409678404180
"889",15,20160415,410499474020
"890",15,20160418,418308417230
"891",15,20160419,433789745320
"892",15,20160420,445596933280
"893",15,20160421,435215297408.3
"894",15,20160422,436626661822.5
"895",15,20160425,424395049790
"896",15,20160426,428909611690
"897",15,20160427,429820665138
"898",15,20160428,432387851055
"899",15,20160429,432176250975
"900",15,20160502,431139765455
"901",15,20160503,411948654050
"902",15,20160504,397065007600
"903",15,20160505,395524157197.5
"904",15,20160506,400449561000
"905",15,20160509,382536118255
"906",15,20160510,393032438672.5
"907",15,20160511,393424677160
"908",15,20160512,389352058200
"909",15,20160513,383386224865
"910",15,20160516,391867109065
"911",15,20160517,399132698858.8
"912",15,20160518,388521646275
"913",15,20160519,388698714250
"914",15,20160520,385840610340
"915",15,20160523,386059423020
"916",15,20160524,389984127260
"917",15,20160525,398048202380
"918",15,20160526,396030514382.5
"919",15,20160527,392728240665.8
"920",15,20160531,386119018995
"921",15,20160601,384217384638.3
"922",15,20160602,385812138068.3
"923",15,20160603,397078015970
"924",15,20160606,411039194470
"925",15,20160607,407895738313.8
"926",15,20160608,416283925180
"927",15,20160609,401446086750.8
"928",15,20160610,389955887290
"929",15,20160613,389641157960
"930",15,20160614,382169168850
"931",15,20160615,387794140680
"932",15,20160616,388716918410
"933",15,20160617,396156584740
"934",15,20160620,403795270860
